category,price,date
Apparel,79,2020-12-18T05:44:10.000Z
Apparel,45,2020-12-18T05:45:47.000Z
Bags,28,2020-12-18T05:45:47.000Z
Apparel,38,2020-12-18T05:45:47.000Z
Lifestyle,18,2020-12-18T05:51:12.000Z
Bags,61,2020-12-18T05:51:12.000Z
Bags,70,2020-12-18T06:23:13.000Z
Apparel,44,2020-12-18T06:38:00.000Z
Stationery,1,2020-12-18T06:38:00.000Z
Stationery,1,2020-12-18T06:38:00.000Z
Stationery,1,2020-12-18T06:38:00.000Z
Accessories,7,2020-12-18T06:38:00.000Z
Apparel,79,2020-12-18T07:20:24.000Z
Accessories,24,2020-12-18T08:17:53.000Z
Campus Collection,41,2020-12-18T08:20:14.000Z
Apparel,44,2020-12-18T08:30:49.000Z
Clearance,32,2020-12-18T08:42:48.000Z
Clearance,14,2020-12-18T08:42:48.000Z
Apparel,13,2020-12-18T08:42:48.000Z
Clearance,32,2020-12-18T08:42:48.000Z
Campus Collection,6,2020-12-18T08:42:48.000Z
Accessories,24,2020-12-18T08:51:46.000Z
Office,1,2020-12-18T08:51:46.000Z
Office,2,2020-12-18T08:51:46.000Z
Accessories,6,2020-12-18T08:51:46.000Z
Shop by Brand,14,2020-12-18T08:51:46.000Z
Accessories,16,2020-12-18T08:51:46.000Z
Apparel,22,2020-12-18T09:07:39.000Z
Accessories,3,2020-12-18T09:07:39.000Z
Small Goods,3,2020-12-18T09:07:39.000Z
Office,2,2020-12-18T09:45:14.000Z
Lifestyle,8,2020-12-18T09:45:14.000Z
New,8,2020-12-18T09:45:14.000Z
Apparel,13,2020-12-18T09:45:14.000Z
Bags,6,2020-12-18T09:45:14.000Z
Uncategorized Items,4,2020-12-18T09:45:14.000Z
Apparel,48,2020-12-18T10:06:11.000Z
Lifestyle,18,2020-12-18T10:46:17.000Z
New,10,2020-12-18T10:47:32.000Z
Bags,9,2020-12-18T10:49:31.000Z
Lifestyle,22,2020-12-18T10:49:31.000Z
New,7,2020-12-18T10:49:31.000Z
Campus Collection,7,2020-12-18T10:50:10.000Z
Campus Collection,32,2020-12-18T10:50:10.000Z
Lifestyle,22,2020-12-18T10:54:33.000Z
Campus Collection,7,2020-12-18T10:57:18.000Z
Campus Collection,32,2020-12-18T10:57:18.000Z
Campus Collection,7,2020-12-18T11:12:32.000Z
Clearance,32,2020-12-18T11:12:32.000Z
Uncategorized Items,60,2020-12-18T12:29:25.000Z
Apparel,14,2020-12-18T12:30:53.000Z
Apparel,13,2020-12-18T12:30:53.000Z
Apparel,14,2020-12-18T12:32:10.000Z
Apparel,13,2020-12-18T12:32:10.000Z
Apparel,13,2020-12-18T12:43:05.000Z
Apparel,14,2020-12-18T12:43:05.000Z
Apparel,13,2020-12-18T12:43:05.000Z
Apparel,24,2020-12-18T12:43:05.000Z
Apparel,30,2020-12-18T12:43:05.000Z
Clearance,9,2020-12-18T12:49:00.000Z
Uncategorized Items,9,2020-12-18T12:49:00.000Z
Apparel,10,2020-12-18T13:13:30.000Z
Apparel,24,2020-12-18T13:13:30.000Z
Apparel,48,2020-12-18T13:13:30.000Z
Apparel,18,2020-12-18T13:13:30.000Z
Campus Collection,18,2020-12-18T13:13:30.000Z
Apparel,14,2020-12-18T13:13:30.000Z
Apparel,24,2020-12-18T13:13:30.000Z
Lifestyle,16,2020-12-18T13:17:56.000Z
Shop by Brand,25,2020-12-18T13:20:39.000Z
Clearance,13,2020-12-18T13:22:44.000Z
Apparel,10,2020-12-18T13:38:49.000Z
Bags,96,2020-12-18T14:03:33.000Z
Campus Collection,7,2020-12-18T14:49:29.000Z
Campus Collection,8,2020-12-18T14:49:29.000Z
Campus Collection,7,2020-12-18T14:49:29.000Z
Shop by Brand,14,2020-12-18T14:49:29.000Z
Campus Collection,1,2020-12-18T14:49:29.000Z
Campus Collection,7,2020-12-18T14:49:29.000Z
Campus Collection,7,2020-12-18T14:49:29.000Z
Office,11,2020-12-18T14:49:29.000Z
Campus Collection,7,2020-12-18T14:49:29.000Z
Drinkware,24,2020-12-18T15:28:10.000Z
New,2,2020-12-18T15:28:10.000Z
Accessories,6,2020-12-18T15:28:10.000Z
Drinkware,24,2020-12-18T15:33:31.000Z
New,2,2020-12-18T15:33:31.000Z
Accessories,6,2020-12-18T15:33:31.000Z
Accessories,6,2020-12-18T15:36:47.000Z
Drinkware,24,2020-12-18T15:36:47.000Z
New,2,2020-12-18T15:36:47.000Z
Clearance,1,2020-12-18T15:42:45.000Z
Apparel,14,2020-12-18T15:42:45.000Z
Apparel,35,2020-12-18T15:42:45.000Z
Small Goods,16,2020-12-18T15:42:45.000Z
Accessories,6,2020-12-18T15:46:48.000Z
New,2,2020-12-18T15:46:48.000Z
Drinkware,24,2020-12-18T15:46:48.000Z
Drinkware,24,2020-12-18T15:51:24.000Z
Accessories,6,2020-12-18T15:51:24.000Z
New,2,2020-12-18T15:51:24.000Z
Drinkware,24,2020-12-18T15:53:46.000Z
Accessories,6,2020-12-18T15:53:46.000Z
New,2,2020-12-18T15:53:46.000Z
Drinkware,24,2020-12-18T15:55:59.000Z
New,2,2020-12-18T15:55:59.000Z
Accessories,6,2020-12-18T15:55:59.000Z
Campus Collection,7,2020-12-18T16:07:15.000Z
Office,16,2020-12-18T16:07:15.000Z
New,15,2020-12-18T16:07:15.000Z
Stationery,6,2020-12-18T16:07:15.000Z
Apparel,13,2020-12-18T16:30:44.000Z
Shop by Brand,14,2020-12-18T17:13:31.000Z
Shop by Brand,14,2020-12-18T17:17:41.000Z
Shop by Brand,14,2020-12-18T17:21:22.000Z
Apparel,60,2020-12-18T17:51:56.000Z
Clearance,32,2020-12-18T17:51:56.000Z
Stationery,1,2020-12-18T18:29:14.000Z
Clearance,1,2020-12-18T18:29:14.000Z
Stationery,1,2020-12-18T18:29:14.000Z
Lifestyle,16,2020-12-18T18:29:14.000Z
New,10,2020-12-18T18:29:14.000Z
Stationery,2,2020-12-18T18:29:14.000Z
Apparel,60,2020-12-18T18:56:56.000Z
Apparel,24,2020-12-18T18:56:56.000Z
Accessories,16,2020-12-18T19:10:28.000Z
Accessories,16,2020-12-18T19:13:22.000Z
Bags,30,2020-12-18T19:19:49.000Z
Apparel,18,2020-12-18T19:21:02.000Z
Apparel,22,2020-12-18T19:21:02.000Z
Apparel,24,2020-12-18T19:21:02.000Z
Apparel,14,2020-12-18T19:21:02.000Z
Apparel,24,2020-12-18T19:35:33.000Z
Lifestyle,32,2020-12-18T19:44:25.000Z
Stationery,1,2020-12-18T19:52:57.000Z
Office,2,2020-12-18T19:52:57.000Z
Stationery,1,2020-12-18T19:52:57.000Z
Stationery,1,2020-12-18T19:52:57.000Z
Clearance,1,2020-12-18T20:12:16.000Z
Drinkware,24,2020-12-18T20:12:16.000Z
New,15,2020-12-18T20:12:16.000Z
Stationery,1,2020-12-18T20:12:16.000Z
Clearance,9,2020-12-18T20:12:16.000Z
Office,5,2020-12-18T20:12:16.000Z
Stationery,2,2020-12-18T20:12:16.000Z
Bags,96,2020-12-18T20:12:16.000Z
Stationery,1,2020-12-18T20:12:16.000Z
Apparel,16,2020-12-18T20:12:16.000Z
Stationery,1,2020-12-18T20:12:16.000Z
Lifestyle,16,2020-12-18T20:12:16.000Z
Apparel,20,2020-12-18T20:14:52.000Z
Apparel,25,2020-12-18T20:14:52.000Z
Accessories,2,2020-12-18T20:35:16.000Z
Apparel,44,2020-12-18T20:35:16.000Z
New,12,2020-12-18T20:35:16.000Z
Apparel,46,2020-12-18T20:36:44.000Z
Accessories,2,2020-12-18T20:49:43.000Z
New,12,2020-12-18T20:49:43.000Z
Apparel,44,2020-12-18T20:49:43.000Z
Apparel,44,2020-12-18T20:53:40.000Z
Accessories,2,2020-12-18T20:53:40.000Z
New,12,2020-12-18T20:53:40.000Z
New,12,2020-12-18T20:56:45.000Z
Apparel,44,2020-12-18T20:56:45.000Z
Accessories,2,2020-12-18T20:56:45.000Z
Accessories,2,2020-12-18T20:59:25.000Z
New,12,2020-12-18T20:59:25.000Z
Apparel,44,2020-12-18T20:59:25.000Z
Apparel,44,2020-12-18T21:02:16.000Z
Accessories,2,2020-12-18T21:02:16.000Z
New,12,2020-12-18T21:02:16.000Z
Accessories,2,2020-12-18T21:04:52.000Z
New,12,2020-12-18T21:04:52.000Z
Apparel,44,2020-12-18T21:04:52.000Z
New,12,2020-12-18T21:09:16.000Z
Apparel,44,2020-12-18T21:09:16.000Z
Accessories,2,2020-12-18T21:09:16.000Z
Accessories,2,2020-12-18T21:12:58.000Z
Apparel,44,2020-12-18T21:12:58.000Z
New,12,2020-12-18T21:12:58.000Z
Accessories,2,2020-12-18T21:15:26.000Z
New,12,2020-12-18T21:15:26.000Z
Apparel,44,2020-12-18T21:15:26.000Z
Apparel,24,2020-12-18T21:17:17.000Z
Apparel,20,2020-12-18T21:17:17.000Z
Google,7,2020-12-18T21:17:17.000Z
Apparel,24,2020-12-18T21:17:17.000Z
Google,6,2020-12-18T21:17:17.000Z
Bags,30,2020-12-18T21:17:17.000Z
Apparel,30,2020-12-18T21:17:17.000Z
New,12,2020-12-18T21:18:19.000Z
Accessories,2,2020-12-18T21:18:19.000Z
Apparel,44,2020-12-18T21:18:19.000Z
Accessories,2,2020-12-18T21:26:12.000Z
Apparel,44,2020-12-18T21:26:12.000Z
New,12,2020-12-18T21:26:12.000Z
New,12,2020-12-18T21:28:09.000Z
Apparel,44,2020-12-18T21:28:09.000Z
Apparel,23,2020-12-18T21:29:31.000Z
Clearance,9,2020-12-18T21:29:31.000Z
Apparel,22,2020-12-18T21:29:31.000Z
New,12,2020-12-18T21:29:31.000Z
Campus Collection,32,2020-12-18T21:33:38.000Z
Accessories,2,2020-12-18T21:33:38.000Z
Campus Collection,41,2020-12-18T21:33:38.000Z
Office,5,2020-12-18T21:53:59.000Z
Apparel,14,2020-12-18T22:17:26.000Z
Campus Collection,32,2020-12-18T22:40:33.000Z
Writing Instruments,2,2020-12-18T22:53:13.000Z
Shop by Brand,10,2020-12-18T22:53:13.000Z
Apparel,24,2020-12-18T22:53:13.000Z
Apparel,48,2020-12-18T22:53:13.000Z
Writing Instruments,2,2020-12-18T22:53:13.000Z
Drinkware,24,2020-12-18T22:53:13.000Z
Writing Instruments,2,2020-12-18T22:53:13.000Z
New,2,2020-12-18T22:53:13.000Z
Apparel,19,2020-12-18T22:53:13.000Z
Small Goods,3,2020-12-18T23:06:08.000Z
Apparel,32,2020-12-18T23:06:08.000Z
Campus Collection,32,2020-12-18T23:06:08.000Z
Campus Collection,32,2020-12-18T23:09:13.000Z
Campus Collection,7,2020-12-18T23:09:13.000Z
Lifestyle,32,2020-12-18T23:13:15.000Z
Shop by Brand,19,2020-12-18T23:13:15.000Z
Apparel,14,2020-12-18T23:13:15.000Z
New,12,2020-12-18T23:19:02.000Z
Shop by Brand,19,2020-12-18T23:19:02.000Z
Small Goods,16,2020-12-18T23:19:02.000Z
Apparel,24,2020-12-18T23:26:52.000Z
Apparel,48,2020-12-18T23:26:52.000Z
Campus Collection,1,2020-12-18T23:36:40.000Z
Campus Collection,1,2020-12-18T23:36:40.000Z
Clearance,14,2020-12-18T23:36:40.000Z
Campus Collection,7,2020-12-18T23:36:40.000Z
Accessories,3,2020-12-18T23:36:40.000Z
Campus Collection,1,2020-12-18T23:36:40.000Z
Campus Collection,7,2020-12-18T23:36:40.000Z
Accessories,3,2020-12-18T23:36:40.000Z
Campus Collection,1,2020-12-18T23:36:40.000Z
Stationery,6,2020-12-18T23:49:33.000Z
Shop by Brand,26,2020-12-18T23:49:33.000Z
Writing Instruments,2,2020-12-18T23:49:33.000Z
Drinkware,24,2020-12-18T23:49:33.000Z
Apparel,10,2020-12-18T23:49:33.000Z
Writing Instruments,2,2020-12-18T23:49:33.000Z
Office,11,2020-12-18T23:49:33.000Z
Apparel,44,2020-12-18T23:53:26.000Z
Apparel,13,2020-12-18T23:53:26.000Z
Apparel,44,2020-12-19T00:28:41.000Z
Apparel,44,2020-12-19T00:28:41.000Z
New,12,2020-12-19T00:29:27.000Z
Accessories,4,2020-12-19T00:29:27.000Z
New,28,2020-12-19T00:29:27.000Z
Apparel,19,2020-12-19T00:39:10.000Z
Clearance,32,2020-12-19T00:39:10.000Z
Lifestyle,16,2020-12-19T00:39:10.000Z
Apparel,20,2020-12-19T00:39:10.000Z
Office,15,2020-12-19T00:39:10.000Z
Accessories,4,2020-12-19T00:39:10.000Z
Lifestyle,8,2020-12-19T00:39:10.000Z
Small Goods,3,2020-12-19T00:39:10.000Z
Campus Collection,6,2020-12-19T00:39:10.000Z
Shop by Brand,14,2020-12-19T00:54:45.000Z
Shop by Brand,14,2020-12-19T00:59:54.000Z
Shop by Brand,14,2020-12-19T01:04:41.000Z
Shop by Brand,14,2020-12-19T01:08:54.000Z
Shop by Brand,14,2020-12-19T01:11:01.000Z
Shop by Brand,14,2020-12-19T01:14:07.000Z
Apparel,18,2020-12-19T01:38:40.000Z
Apparel,10,2020-12-19T01:38:40.000Z
Shop by Brand,2,2020-12-19T01:38:40.000Z
Bags,70,2020-12-19T01:56:16.000Z
Shop by Brand,26,2020-12-19T02:13:22.000Z
Apparel,44,2020-12-19T02:13:22.000Z
Google,3,2020-12-19T02:39:00.000Z
New,12,2020-12-19T02:39:00.000Z
Office,5,2020-12-19T02:39:00.000Z
Apparel,10,2020-12-19T02:39:00.000Z
Writing Instruments,2,2020-12-19T02:39:00.000Z
Uncategorized Items,44,2020-12-19T03:18:25.000Z
Campus Collection,7,2020-12-19T03:21:06.000Z
New,8,2020-12-19T03:21:06.000Z
Apparel,10,2020-12-19T03:21:06.000Z
Campus Collection,7,2020-12-19T03:21:06.000Z
Campus Collection,32,2020-12-19T03:26:44.000Z
Accessories,3,2020-12-19T03:26:44.000Z
Apparel,60,2020-12-19T03:43:32.000Z
Clearance,12,2020-12-19T03:48:13.000Z
Shop by Brand,26,2020-12-19T03:48:13.000Z
Apparel,24,2020-12-19T03:57:27.000Z
Lifestyle,18,2020-12-19T03:57:27.000Z
Apparel,16,2020-12-19T03:57:27.000Z
Apparel,89,2020-12-19T03:57:27.000Z
Apparel,13,2020-12-19T04:09:05.000Z
Small Goods,3,2020-12-19T04:09:05.000Z
New,12,2020-12-19T04:09:05.000Z
Apparel,25,2020-12-19T04:09:05.000Z
Shop by Brand,10,2020-12-19T05:09:51.000Z
Apparel,60,2020-12-19T05:09:51.000Z
Apparel,10,2020-12-19T05:09:51.000Z
Apparel,22,2020-12-19T05:09:51.000Z
Electronics Accessories,10,2020-12-19T05:58:08.000Z
Google,6,2020-12-19T05:58:08.000Z
Google,7,2020-12-19T05:58:08.000Z
Shop by Brand,26,2020-12-19T05:58:15.000Z
Accessories,11,2020-12-19T06:17:16.000Z
Bags,61,2020-12-19T07:16:22.000Z
Small Goods,16,2020-12-19T07:30:34.000Z
Shop by Brand,19,2020-12-19T07:30:34.000Z
Shop by Brand,19,2020-12-19T07:33:05.000Z
Small Goods,16,2020-12-19T07:33:05.000Z
Apparel,24,2020-12-19T08:19:55.000Z
Uncategorized Items,60,2020-12-19T10:03:43.000Z
Shop by Brand,30,2020-12-19T10:03:43.000Z
Apparel,24,2020-12-19T10:03:43.000Z
Shop by Brand,30,2020-12-19T10:09:40.000Z
Lifestyle,22,2020-12-19T10:15:29.000Z
New,13,2020-12-19T10:20:57.000Z
Apparel,26,2020-12-19T10:20:57.000Z
Stationery,6,2020-12-19T10:20:57.000Z
Writing Instruments,2,2020-12-19T10:20:57.000Z
Apparel,24,2020-12-19T11:17:18.000Z
Apparel,18,2020-12-19T13:14:40.000Z
Apparel,26,2020-12-19T13:47:06.000Z
New,12,2020-12-19T14:24:43.000Z
New,12,2020-12-19T14:24:47.000Z
Apparel,92,2020-12-19T15:01:11.000Z
Lifestyle,16,2020-12-19T15:01:11.000Z
Apparel,30,2020-12-19T15:15:44.000Z
Office,13,2020-12-19T15:15:44.000Z
Apparel,46,2020-12-19T16:00:12.000Z
Google,3,2020-12-19T16:30:19.000Z
Apparel,24,2020-12-19T16:30:19.000Z
Office,2,2020-12-19T16:30:19.000Z
Apparel,24,2020-12-19T16:50:59.000Z
Clearance,14,2020-12-19T16:50:59.000Z
Apparel,44,2020-12-19T16:50:59.000Z
Campus Collection,11,2020-12-19T18:45:23.000Z
Campus Collection,7,2020-12-19T18:45:23.000Z
Accessories,6,2020-12-19T18:45:23.000Z
Campus Collection,8,2020-12-19T18:45:23.000Z
Campus Collection,32,2020-12-19T18:45:23.000Z
Shop by Brand,30,2020-12-19T19:29:56.000Z
Apparel,10,2020-12-19T20:05:03.000Z
Shop by Brand,2,2020-12-19T20:05:03.000Z
Apparel,14,2020-12-19T20:06:13.000Z
Drinkware,24,2020-12-19T20:06:13.000Z
Apparel,48,2020-12-19T20:55:20.000Z
Apparel,24,2020-12-19T20:55:20.000Z
Campus Collection,7,2020-12-19T21:22:27.000Z
Apparel,13,2020-12-19T21:55:38.000Z
Apparel,120,2020-12-19T21:55:38.000Z
Campus Collection,1,2020-12-19T22:02:47.000Z
Accessories,40,2020-12-19T22:02:47.000Z
Campus Collection,14,2020-12-19T22:02:47.000Z
Accessories,11,2020-12-19T22:02:47.000Z
Shop by Brand,14,2020-12-19T22:02:47.000Z
Office,2,2020-12-19T22:02:47.000Z
Accessories,17,2020-12-19T23:05:27.000Z
Clearance,12,2020-12-19T23:05:27.000Z
Bags,28,2020-12-19T23:05:27.000Z
New,13,2020-12-20T00:23:55.000Z
Drinkware,12,2020-12-20T03:52:36.000Z
Apparel,10,2020-12-20T03:52:36.000Z
Stationery,6,2020-12-20T03:52:36.000Z
Apparel,10,2020-12-20T03:52:36.000Z
Apparel,10,2020-12-20T03:52:36.000Z
Uncategorized Items,44,2020-12-20T05:00:35.000Z
Apparel,14,2020-12-20T05:26:33.000Z
Apparel,44,2020-12-20T05:26:33.000Z
Campus Collection,8,2020-12-20T05:26:33.000Z
Apparel,20,2020-12-20T06:44:14.000Z
Apparel,25,2020-12-20T06:44:14.000Z
Campus Collection,11,2020-12-20T08:10:04.000Z
Bags,10,2020-12-20T08:10:04.000Z
Clearance,32,2020-12-20T10:01:09.000Z
Accessories,4,2020-12-20T10:01:09.000Z
Accessories,3,2020-12-20T10:01:09.000Z
Apparel,44,2020-12-20T10:24:05.000Z
Accessories,6,2020-12-20T10:24:05.000Z
Lifestyle,8,2020-12-20T10:24:05.000Z
Campus Collection,6,2020-12-20T10:24:05.000Z
Accessories,7,2020-12-20T10:24:05.000Z
Apparel,19,2020-12-20T10:24:05.000Z
Shop by Brand,3,2020-12-20T10:49:12.000Z
Office,2,2020-12-20T10:49:12.000Z
Apparel,13,2020-12-20T10:49:12.000Z
New,3,2020-12-20T10:49:12.000Z
Google,3,2020-12-20T10:49:12.000Z
Drinkware,4,2020-12-20T10:49:12.000Z
Shop by Brand,30,2020-12-20T10:52:34.000Z
Apparel,14,2020-12-20T13:59:21.000Z
Accessories,3,2020-12-20T13:59:21.000Z
Accessories,3,2020-12-20T13:59:21.000Z
Accessories,3,2020-12-20T13:59:21.000Z
Gift Cards,50,2020-12-20T14:42:31.000Z
Gift Cards,50,2020-12-20T14:42:31.000Z
Uncategorized Items,60,2020-12-20T15:49:30.000Z
Apparel,44,2020-12-20T16:22:47.000Z
Bags,96,2020-12-20T16:22:47.000Z
Uncategorized Items,60,2020-12-20T16:22:47.000Z
New,3,2020-12-20T16:22:47.000Z
New,3,2020-12-20T16:22:47.000Z
Lifestyle,8,2020-12-20T16:22:47.000Z
Google,3,2020-12-20T16:22:47.000Z
Accessories,6,2020-12-20T16:22:47.000Z
Shop by Brand,3,2020-12-20T16:22:47.000Z
Accessories,40,2020-12-20T16:22:47.000Z
Apparel,28,2020-12-20T16:22:47.000Z
Accessories,4,2020-12-20T16:22:47.000Z
New,17,2020-12-20T17:00:15.000Z
Accessories,16,2020-12-20T17:00:15.000Z
New,13,2020-12-20T17:00:15.000Z
Shop by Brand,10,2020-12-20T17:03:45.000Z
Lifestyle,8,2020-12-20T17:03:45.000Z
Shop by Brand,26,2020-12-20T17:03:45.000Z
Bags,70,2020-12-20T18:15:15.000Z
Accessories,16,2020-12-20T18:37:54.000Z
Small Goods,10,2020-12-20T18:37:54.000Z
Shop by Brand,1,2020-12-20T18:37:54.000Z
Clearance,9,2020-12-20T18:37:54.000Z
Apparel,30,2020-12-20T22:25:16.000Z
Apparel,92,2020-12-21T00:21:15.000Z
Shop by Brand,2,2020-12-21T00:52:29.000Z
Shop by Brand,2,2020-12-21T00:59:56.000Z
New,6,2020-12-21T00:59:56.000Z
Apparel,23,2020-12-21T02:28:06.000Z
Apparel,23,2020-12-21T02:28:06.000Z
Apparel,23,2020-12-21T02:45:38.000Z
Apparel,23,2020-12-21T02:45:38.000Z
Apparel,63,2020-12-21T03:20:16.000Z
Apparel,60,2020-12-21T03:20:16.000Z
Apparel,48,2020-12-21T03:20:16.000Z
Apparel,24,2020-12-21T03:20:16.000Z
Apparel,63,2020-12-21T05:36:18.000Z
Apparel,44,2020-12-21T05:50:30.000Z
Drinkware,4,2020-12-21T06:47:52.000Z
Office,5,2020-12-21T06:47:52.000Z
Bags,10,2020-12-21T06:47:52.000Z
Clearance,14,2020-12-21T06:47:52.000Z
Apparel,44,2020-12-21T06:54:35.000Z
Apparel,46,2020-12-21T07:35:33.000Z
Campus Collection,32,2020-12-21T07:39:49.000Z
Office,2,2020-12-21T07:39:49.000Z
Shop by Brand,26,2020-12-21T07:39:49.000Z
New,12,2020-12-21T07:39:49.000Z
Accessories,7,2020-12-21T07:39:49.000Z
Google,3,2020-12-21T07:39:49.000Z
Apparel,60,2020-12-21T07:39:49.000Z
Apparel,24,2020-12-21T08:48:05.000Z
Apparel,12,2020-12-21T08:48:05.000Z
Clearance,12,2020-12-21T09:17:03.000Z
New,12,2020-12-21T09:17:03.000Z
New,12,2020-12-21T09:17:03.000Z
New,3,2020-12-21T09:17:03.000Z
Drinkware,4,2020-12-21T09:17:03.000Z
Shop by Brand,25,2020-12-21T10:34:30.000Z
Lifestyle,32,2020-12-21T10:34:30.000Z
Small Goods,3,2020-12-21T10:34:30.000Z
Accessories,17,2020-12-21T10:34:30.000Z
Accessories,17,2020-12-21T10:34:30.000Z
Accessories,16,2020-12-21T10:34:30.000Z
Bags,16,2020-12-21T10:34:30.000Z
Writing Instruments,2,2020-12-21T11:04:07.000Z
Apparel,26,2020-12-21T11:04:07.000Z
Office,5,2020-12-21T11:04:07.000Z
Bags,16,2020-12-21T11:33:37.000Z
Bags,30,2020-12-21T11:33:37.000Z
Shop by Brand,6,2020-12-21T11:33:37.000Z
Bags,9,2020-12-21T11:33:37.000Z
Drinkware,20,2020-12-21T11:33:37.000Z
Bags,10,2020-12-21T11:33:37.000Z
Accessories,16,2020-12-21T12:00:03.000Z
Apparel,44,2020-12-21T12:22:13.000Z
Campus Collection,7,2020-12-21T12:22:13.000Z
New,12,2020-12-21T12:22:13.000Z
Google,3,2020-12-21T12:22:13.000Z
Campus Collection,3,2020-12-21T12:22:13.000Z
Apparel,20,2020-12-21T12:22:13.000Z
Shop by Brand,1,2020-12-21T12:22:13.000Z
Apparel,19,2020-12-21T12:50:22.000Z
Google,7,2020-12-21T13:14:50.000Z
Lifestyle,16,2020-12-21T13:14:50.000Z
Shop by Brand,6,2020-12-21T13:14:50.000Z
New,8,2020-12-21T13:14:50.000Z
Google,6,2020-12-21T13:14:50.000Z
Campus Collection,32,2020-12-21T13:43:15.000Z
Lifestyle,16,2020-12-21T13:56:19.000Z
Google,3,2020-12-21T13:56:19.000Z
Accessories,16,2020-12-21T13:56:19.000Z
New,12,2020-12-21T14:28:44.000Z
Accessories,16,2020-12-21T15:04:42.000Z
Google,3,2020-12-21T15:12:21.000Z
Campus Collection,7,2020-12-21T15:12:21.000Z
Campus Collection,1,2020-12-21T15:12:21.000Z
Shop by Brand,1,2020-12-21T15:12:21.000Z
Office,5,2020-12-21T15:12:21.000Z
Campus Collection,32,2020-12-21T16:00:44.000Z
Apparel,10,2020-12-21T16:00:44.000Z
Apparel,10,2020-12-21T16:00:44.000Z
Campus Collection,32,2020-12-21T16:00:44.000Z
Campus Collection,32,2020-12-21T16:00:44.000Z
Apparel,10,2020-12-21T16:00:44.000Z
Campus Collection,7,2020-12-21T16:00:44.000Z
Office,2,2020-12-21T16:11:21.000Z
Google,3,2020-12-21T16:11:21.000Z
Accessories,6,2020-12-21T16:11:21.000Z
Office,2,2020-12-21T16:11:21.000Z
Bags,30,2020-12-21T16:23:06.000Z
Drinkware,20,2020-12-21T16:23:46.000Z
Shop by Brand,10,2020-12-21T16:33:02.000Z
Shop by Brand,10,2020-12-21T16:37:10.000Z
Shop by Brand,10,2020-12-21T16:55:51.000Z
Apparel,44,2020-12-21T16:58:04.000Z
Shop by Brand,14,2020-12-21T17:10:26.000Z
New,12,2020-12-21T17:20:06.000Z
Small Goods,8,2020-12-21T17:20:06.000Z
New,12,2020-12-21T18:00:08.000Z
Apparel,44,2020-12-21T18:00:08.000Z
Office,15,2020-12-21T18:00:08.000Z
Drinkware,24,2020-12-21T18:11:41.000Z
Campus Collection,7,2020-12-21T18:11:41.000Z
Apparel,48,2020-12-21T19:48:56.000Z
Apparel,22,2020-12-21T19:48:56.000Z
Uncategorized Items,60,2020-12-21T19:48:56.000Z
Apparel,18,2020-12-21T19:48:56.000Z
Apparel,28,2020-12-21T20:46:46.000Z
Accessories,16,2020-12-21T21:32:18.000Z
Apparel,63,2020-12-21T21:38:26.000Z
Office,5,2020-12-21T21:53:15.000Z
Office,11,2020-12-21T22:11:26.000Z
New,12,2020-12-21T22:11:26.000Z
Lifestyle,16,2020-12-21T22:34:51.000Z
Clearance,14,2020-12-21T22:46:47.000Z
Apparel,44,2020-12-21T22:46:47.000Z
Apparel,48,2020-12-21T22:52:47.000Z
Apparel,44,2020-12-21T23:10:21.000Z
Shop by Brand,30,2020-12-21T23:36:18.000Z
Apparel,10,2020-12-21T23:44:38.000Z
Drinkware,24,2020-12-21T23:44:38.000Z
Apparel,24,2020-12-21T23:44:38.000Z
Apparel,60,2020-12-21T23:46:49.000Z
Bags,61,2020-12-22T00:11:26.000Z
Apparel,44,2020-12-22T00:12:31.000Z
Apparel,22,2020-12-22T00:12:31.000Z
Office,15,2020-12-22T00:44:59.000Z
Lifestyle,22,2020-12-22T00:44:59.000Z
Gift Cards,50,2020-12-22T01:09:12.000Z
Gift Cards,50,2020-12-22T01:09:12.000Z
New,8,2020-12-22T01:48:29.000Z
Campus Collection,14,2020-12-22T01:48:29.000Z
Accessories,11,2020-12-22T01:51:28.000Z
Apparel,71,2020-12-22T02:12:03.000Z
Office,1,2020-12-22T02:12:03.000Z
New,12,2020-12-22T02:12:03.000Z
Google,3,2020-12-22T02:23:57.000Z
Accessories,4,2020-12-22T02:23:57.000Z
Lifestyle,16,2020-12-22T02:23:57.000Z
Clearance,1,2020-12-22T02:23:57.000Z
Stationery,1,2020-12-22T02:23:57.000Z
Office,2,2020-12-22T02:23:57.000Z
Stationery,2,2020-12-22T02:23:57.000Z
Lifestyle,18,2020-12-22T02:23:57.000Z
Apparel,14,2020-12-22T02:23:57.000Z
Bags,10,2020-12-22T02:23:57.000Z
Shop by Brand,3,2020-12-22T02:23:57.000Z
Bags,60,2020-12-22T02:23:57.000Z
Stationery,1,2020-12-22T02:23:57.000Z
Office,2,2020-12-22T02:36:41.000Z
Accessories,3,2020-12-22T02:36:41.000Z
Stationery,1,2020-12-22T02:36:41.000Z
Stationery,1,2020-12-22T02:36:41.000Z
Accessories,3,2020-12-22T02:36:41.000Z
Campus Collection,7,2020-12-22T02:36:41.000Z
Campus Collection,7,2020-12-22T02:36:41.000Z
Stationery,2,2020-12-22T02:36:41.000Z
Accessories,3,2020-12-22T02:36:41.000Z
